start
start
start
RANK=2 LOCAL_RANK=2 WORLD=3
RANK=1 LOCAL_RANK=1 WORLD=3
RANK=0 LOCAL_RANK=0 WORLD=3
total desired batch size : 491520
calculated gradient accumulation steps : 10
found 99 shards for split train
found 1 shards for split val
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 98, with 121,344 parameters
using fused AdamW: True
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
validation loss : 10.9824
HellaSwag accuracy : 2435/10042=0.2425
step : 0 | loss : 10.981745 | tok/sec : 8204.954470215296 | lr : 7.874016e-07 | dt : 59.91s
step : 14541 | loss : 3.158832 | tok/sec : 108962.50384801876 | lr : 1.688238e-04 | dt : 4.51s
step : 14542 | loss : 3.150677 | tok/sec : 107756.88772154856 | lr : 1.687891e-04 | dt : 4.56s
step : 14543 | loss : 3.160464 | tok/sec : 108295.03425350318 | lr : 1.687543e-04 | dt : 4.54s
step : 14544 | loss : 3.101085 | tok/sec : 107970.13819874419 | lr : 1.687196e-04 | dt : 4.55s
step : 14545 | loss : 3.112807 | tok/sec : 108755.11749741048 | lr : 1.686848e-04 | dt : 4.52s
step : 14546 | loss : 3.111497 | tok/sec : 107430.1467920945 | lr : 1.686501e-04 | dt : 4.58s
step : 14547 | loss : 3.113382 | tok/sec : 108340.81950553201 | lr : 1.686154e-04 | dt : 4.54s
step : 14548 | loss : 3.106000 | tok/sec : 108619.29327901413 | lr : 1.685807e-04 | dt : 4.53s
step : 14549 | loss : 3.076968 | tok/sec : 108034.48127202033 | lr : 1.685459e-04 | dt : 4.55s
step : 14550 | loss : 3.212054 | tok/sec : 108727.94154172606 | lr : 1.685112e-04 | dt : 4.52s
step : 14551 | loss : 3.142317 | tok/sec : 108851.59332785763 | lr : 1.684765e-04 | dt : 4.52s
step : 14552 | loss : 3.155398 | tok/sec : 107582.0847788351 | lr : 1.684418e-04 | dt : 4.57s
step : 14553 | loss : 3.063816 | tok/sec : 108479.77207708562 | lr : 1.684071e-04 | dt : 4.53s
step : 14554 | loss : 3.079252 | tok/sec : 107953.90046811276 | lr : 1.683724e-04 | dt : 4.55s
step : 14555 | loss : 3.111538 | tok/sec : 108173.12544164078 | lr : 1.683377e-04 | dt : 4.54s
step : 14556 | loss : 3.130601 | tok/sec : 108232.38630394191 | lr : 1.683030e-04 | dt : 4.54s
step : 14557 | loss : 3.086579 | tok/sec : 108510.70772826766 | lr : 1.682683e-04 | dt : 4.53s
step : 14558 | loss : 3.074246 | tok/sec : 108538.9180520717 | lr : 1.682336e-04 | dt : 4.53s
step : 14559 | loss : 3.112144 | tok/sec : 107730.15762866852 | lr : 1.681990e-04 | dt : 4.56s
step : 14560 | loss : 3.053855 | tok/sec : 108253.39163882159 | lr : 1.681643e-04 | dt : 4.54s
step : 14561 | loss : 3.031915 | tok/sec : 107969.945940771 | lr : 1.681296e-04 | dt : 4.55s
step : 14562 | loss : 3.067603 | tok/sec : 107669.0554177621 | lr : 1.680950e-04 | dt : 4.57s
step : 14563 | loss : 3.066786 | tok/sec : 108917.35410597936 | lr : 1.680603e-04 | dt : 4.51s
step : 14564 | loss : 3.062044 | tok/sec : 108370.69040845327 | lr : 1.680256e-04 | dt : 4.54s
step : 14565 | loss : 3.047432 | tok/sec : 108495.180599592 | lr : 1.679910e-04 | dt : 4.53s
step : 14566 | loss : 3.072788 | tok/sec : 108820.10115553618 | lr : 1.679563e-04 | dt : 4.52s
step : 14567 | loss : 3.071668 | tok/sec : 108803.07275390084 | lr : 1.679217e-04 | dt : 4.52s
step : 14568 | loss : 3.090573 | tok/sec : 108341.74186847414 | lr : 1.678871e-04 | dt : 4.54s
step : 14569 | loss : 3.107144 | tok/sec : 108538.4266167563 | lr : 1.678524e-04 | dt : 4.53s
step : 14570 | loss : 3.093449 | tok/sec : 108788.82238474766 | lr : 1.678178e-04 | dt : 4.52s
step : 14571 | loss : 3.098866 | tok/sec : 108271.81211399382 | lr : 1.677832e-04 | dt : 4.54s
step : 14572 | loss : 3.152981 | tok/sec : 108160.24259641542 | lr : 1.677485e-04 | dt : 4.54s
step : 14573 | loss : 3.106445 | tok/sec : 108007.48881095507 | lr : 1.677139e-04 | dt : 4.55s
step : 14574 | loss : 3.089254 | tok/sec : 107992.09969544488 | lr : 1.676793e-04 | dt : 4.55s
step : 14575 | loss : 3.116818 | tok/sec : 107040.51148059245 | lr : 1.676447e-04 | dt : 4.59s
step : 14576 | loss : 3.108681 | tok/sec : 106714.834788742 | lr : 1.676101e-04 | dt : 4.61s
step : 14577 | loss : 3.074038 | tok/sec : 107862.56950834417 | lr : 1.675755e-04 | dt : 4.56s
step : 14578 | loss : 3.121524 | tok/sec : 108754.40035492102 | lr : 1.675409e-04 | dt : 4.52s
step : 14579 | loss : 3.055165 | tok/sec : 108317.12244147056 | lr : 1.675063e-04 | dt : 4.54s
step : 14580 | loss : 3.131946 | tok/sec : 108002.96214523932 | lr : 1.674717e-04 | dt : 4.55s
step : 14581 | loss : 3.070100 | tok/sec : 108075.3777021016 | lr : 1.674371e-04 | dt : 4.55s
step : 14582 | loss : 3.091682 | tok/sec : 108719.70196146265 | lr : 1.674025e-04 | dt : 4.52s
step : 14583 | loss : 3.126072 | tok/sec : 108499.47452824394 | lr : 1.673680e-04 | dt : 4.53s
step : 14584 | loss : 3.129894 | tok/sec : 108273.34175010568 | lr : 1.673334e-04 | dt : 4.54s
step : 14585 | loss : 3.080857 | tok/sec : 108596.70986126317 | lr : 1.672988e-04 | dt : 4.53s
step : 14586 | loss : 3.031030 | tok/sec : 108037.48189627349 | lr : 1.672642e-04 | dt : 4.55s
step : 14587 | loss : 3.115595 | tok/sec : 107853.47312329682 | lr : 1.672297e-04 | dt : 4.56s
step : 14588 | loss : 3.139384 | tok/sec : 108584.25209182707 | lr : 1.671951e-04 | dt : 4.53s
step : 14589 | loss : 3.076503 | tok/sec : 107940.44811020314 | lr : 1.671606e-04 | dt : 4.55s
step : 14590 | loss : 3.152131 | tok/sec : 107638.8618764015 | lr : 1.671260e-04 | dt : 4.57s
step : 14591 | loss : 3.087126 | tok/sec : 108320.9981916939 | lr : 1.670915e-04 | dt : 4.54s
step : 14592 | loss : 3.130879 | tok/sec : 108432.47203198298 | lr : 1.670569e-04 | dt : 4.53s
step : 14593 | loss : 3.107686 | tok/sec : 108315.8818047005 | lr : 1.670224e-04 | dt : 4.54s
step : 14594 | loss : 3.067053 | tok/sec : 108215.05849410691 | lr : 1.669879e-04 | dt : 4.54s
step : 14595 | loss : 3.043935 | tok/sec : 108095.38127192362 | lr : 1.669534e-04 | dt : 4.55s
step : 14596 | loss : 3.141698 | tok/sec : 108660.06103478308 | lr : 1.669188e-04 | dt : 4.52s
step : 14597 | loss : 3.063729 | tok/sec : 107822.64034740745 | lr : 1.668843e-04 | dt : 4.56s
step : 14598 | loss : 3.101262 | tok/sec : 108557.13858559544 | lr : 1.668498e-04 | dt : 4.53s
step : 14599 | loss : 3.055834 | tok/sec : 108400.19590003739 | lr : 1.668153e-04 | dt : 4.53s
step : 14600 | loss : 3.101452 | tok/sec : 108065.1577728721 | lr : 1.667808e-04 | dt : 4.55s
step : 14601 | loss : 3.059831 | tok/sec : 107584.71223375242 | lr : 1.667463e-04 | dt : 4.57s
step : 14602 | loss : 3.096256 | tok/sec : 108731.27327843213 | lr : 1.667118e-04 | dt : 4.52s
step : 14603 | loss : 3.092915 | tok/sec : 108776.3205021393 | lr : 1.666773e-04 | dt : 4.52s
step : 14604 | loss : 3.063417 | tok/sec : 108192.3646173427 | lr : 1.666428e-04 | dt : 4.54s
step : 14605 | loss : 3.051571 | tok/sec : 108177.96155717631 | lr : 1.666083e-04 | dt : 4.54s
step : 14606 | loss : 3.082083 | tok/sec : 108188.62297284511 | lr : 1.665738e-04 | dt : 4.54s
step : 14607 | loss : 3.114624 | tok/sec : 108596.04056958994 | lr : 1.665394e-04 | dt : 4.53s
step : 14608 | loss : 3.027719 | tok/sec : 108306.5096553551 | lr : 1.665049e-04 | dt : 4.54s
step : 14609 | loss : 3.053867 | tok/sec : 108540.16951791235 | lr : 1.664704e-04 | dt : 4.53s
step : 14610 | loss : 3.176132 | tok/sec : 107776.2946326045 | lr : 1.664359e-04 | dt : 4.56s
step : 14611 | loss : 3.125479 | tok/sec : 107882.4266258117 | lr : 1.664015e-04 | dt : 4.56s
step : 14612 | loss : 3.133929 | tok/sec : 107610.8758843475 | lr : 1.663670e-04 | dt : 4.57s
step : 14613 | loss : 3.179800 | tok/sec : 108242.60947322211 | lr : 1.663326e-04 | dt : 4.54s
step : 14614 | loss : 3.142024 | tok/sec : 108520.13238967405 | lr : 1.662981e-04 | dt : 4.53s
step : 14615 | loss : 3.076703 | tok/sec : 108379.85715787747 | lr : 1.662637e-04 | dt : 4.54s
step : 14616 | loss : 3.079637 | tok/sec : 108213.82019425096 | lr : 1.662293e-04 | dt : 4.54s
step : 14617 | loss : 3.116138 | tok/sec : 108479.59512429549 | lr : 1.661948e-04 | dt : 4.53s
step : 14618 | loss : 3.096181 | tok/sec : 107847.2329425376 | lr : 1.661604e-04 | dt : 4.56s
step : 14619 | loss : 3.113937 | tok/sec : 108494.54681710068 | lr : 1.661260e-04 | dt : 4.53s
step : 14620 | loss : 3.145573 | tok/sec : 108260.92963112023 | lr : 1.660915e-04 | dt : 4.54s
step : 14621 | loss : 3.092361 | tok/sec : 108436.84655296175 | lr : 1.660571e-04 | dt : 4.53s
step : 14622 | loss : 3.141333 | tok/sec : 108056.10647863559 | lr : 1.660227e-04 | dt : 4.55s
step : 14623 | loss : 3.085476 | tok/sec : 107717.04800791436 | lr : 1.659883e-04 | dt : 4.56s
step : 14624 | loss : 3.110805 | tok/sec : 108666.57892592368 | lr : 1.659539e-04 | dt : 4.52s
step : 14625 | loss : 3.154979 | tok/sec : 108289.30599662376 | lr : 1.659195e-04 | dt : 4.54s
step : 14626 | loss : 3.114614 | tok/sec : 107830.54710977046 | lr : 1.658851e-04 | dt : 4.56s
step : 14627 | loss : 3.134214 | tok/sec : 107802.84469066425 | lr : 1.658507e-04 | dt : 4.56s
step : 14628 | loss : 3.108276 | tok/sec : 107773.7817619715 | lr : 1.658163e-04 | dt : 4.56s
step : 14629 | loss : 3.085173 | tok/sec : 106444.78086309014 | lr : 1.657819e-04 | dt : 4.62s
step : 14630 | loss : 3.121820 | tok/sec : 107621.37524626877 | lr : 1.657476e-04 | dt : 4.57s
step : 14631 | loss : 3.125616 | tok/sec : 109018.23415133238 | lr : 1.657132e-04 | dt : 4.51s
step : 14632 | loss : 3.063680 | tok/sec : 108360.43164110853 | lr : 1.656788e-04 | dt : 4.54s
step : 14633 | loss : 3.102665 | tok/sec : 108281.76973971051 | lr : 1.656444e-04 | dt : 4.54s
step : 14634 | loss : 3.093563 | tok/sec : 108537.1009064728 | lr : 1.656101e-04 | dt : 4.53s
step : 14635 | loss : 3.065927 | tok/sec : 107527.22948997407 | lr : 1.655757e-04 | dt : 4.57s
step : 14636 | loss : 3.080997 | tok/sec : 108453.45241279204 | lr : 1.655414e-04 | dt : 4.53s
step : 14637 | loss : 3.080599 | tok/sec : 97173.55543523465 | lr : 1.655070e-04 | dt : 5.06s
step : 14638 | loss : 3.071089 | tok/sec : 109543.1888883593 | lr : 1.654727e-04 | dt : 4.49s
step : 14639 | loss : 3.092700 | tok/sec : 109386.680832852 | lr : 1.654383e-04 | dt : 4.49s
step : 14640 | loss : 3.048343 | tok/sec : 110009.13612554969 | lr : 1.654040e-04 | dt : 4.47s
step : 14641 | loss : 3.081311 | tok/sec : 109861.70312515653 | lr : 1.653697e-04 | dt : 4.47s
step : 14642 | loss : 3.109612 | tok/sec : 109789.82735822926 | lr : 1.653353e-04 | dt : 4.48s
step : 14643 | loss : 3.081741 | tok/sec : 109251.47554101779 | lr : 1.653010e-04 | dt : 4.50s
step : 14644 | loss : 3.105742 | tok/sec : 88770.82695589573 | lr : 1.652667e-04 | dt : 5.54s
step : 14645 | loss : 3.125137 | tok/sec : 112164.4881719046 | lr : 1.652324e-04 | dt : 4.38s
step : 14646 | loss : 3.138656 | tok/sec : 111553.57786529868 | lr : 1.651980e-04 | dt : 4.41s
step : 14647 | loss : 3.059527 | tok/sec : 111850.15166998225 | lr : 1.651637e-04 | dt : 4.39s
step : 14648 | loss : 3.174319 | tok/sec : 110818.31163339889 | lr : 1.651294e-04 | dt : 4.44s
step : 14649 | loss : 3.088042 | tok/sec : 110888.2662087381 | lr : 1.650951e-04 | dt : 4.43s
step : 14650 | loss : 3.088944 | tok/sec : 111199.54521326705 | lr : 1.650608e-04 | dt : 4.42s
step : 14651 | loss : 3.182868 | tok/sec : 110985.25531567486 | lr : 1.650266e-04 | dt : 4.43s
step : 14652 | loss : 3.097936 | tok/sec : 111300.43870393172 | lr : 1.649923e-04 | dt : 4.42s
step : 14653 | loss : 3.134032 | tok/sec : 112348.31633354559 | lr : 1.649580e-04 | dt : 4.37s
step : 14654 | loss : 3.082032 | tok/sec : 108689.99938315741 | lr : 1.649237e-04 | dt : 4.52s
step : 14655 | loss : 3.092412 | tok/sec : 107293.38824337382 | lr : 1.648894e-04 | dt : 4.58s
step : 14656 | loss : 3.126558 | tok/sec : 108317.3728486693 | lr : 1.648552e-04 | dt : 4.54s
step : 14657 | loss : 3.128390 | tok/sec : 108244.47928894975 | lr : 1.648209e-04 | dt : 4.54s
step : 14658 | loss : 3.155003 | tok/sec : 107436.59074878236 | lr : 1.647866e-04 | dt : 4.57s
step : 14659 | loss : 3.050840 | tok/sec : 107930.58141132875 | lr : 1.647524e-04 | dt : 4.55s
step : 14660 | loss : 3.202074 | tok/sec : 106750.13887979851 | lr : 1.647181e-04 | dt : 4.60s
step : 14661 | loss : 3.073005 | tok/sec : 106940.11137397354 | lr : 1.646839e-04 | dt : 4.60s
step : 14662 | loss : 3.119490 | tok/sec : 108303.6761371815 | lr : 1.646496e-04 | dt : 4.54s
step : 14663 | loss : 3.097505 | tok/sec : 107655.23545610611 | lr : 1.646154e-04 | dt : 4.57s
step : 14664 | loss : 3.094137 | tok/sec : 108505.68762239943 | lr : 1.645812e-04 | dt : 4.53s
step : 14665 | loss : 3.083169 | tok/sec : 108486.19414156409 | lr : 1.645469e-04 | dt : 4.53s
step : 14666 | loss : 3.108540 | tok/sec : 107856.81919573023 | lr : 1.645127e-04 | dt : 4.56s
step : 14667 | loss : 3.068835 | tok/sec : 108343.97951791291 | lr : 1.644785e-04 | dt : 4.54s
step : 14668 | loss : 3.108902 | tok/sec : 108320.54287626228 | lr : 1.644443e-04 | dt : 4.54s
step : 14669 | loss : 3.091333 | tok/sec : 108047.60598675086 | lr : 1.644100e-04 | dt : 4.55s
step : 14670 | loss : 3.139275 | tok/sec : 106761.82548368664 | lr : 1.643758e-04 | dt : 4.60s
step : 14671 | loss : 3.096047 | tok/sec : 107909.93838314444 | lr : 1.643416e-04 | dt : 4.55s
step : 14672 | loss : 3.110955 | tok/sec : 107740.87735377275 | lr : 1.643074e-04 | dt : 4.56s
step : 14673 | loss : 3.111780 | tok/sec : 107210.2121978547 | lr : 1.642732e-04 | dt : 4.58s
step : 14674 | loss : 3.010065 | tok/sec : 107576.4092405583 | lr : 1.642390e-04 | dt : 4.57s
step : 14675 | loss : 3.071078 | tok/sec : 108580.55763724884 | lr : 1.642048e-04 | dt : 4.53s
step : 14676 | loss : 3.074275 | tok/sec : 108189.39512714738 | lr : 1.641707e-04 | dt : 4.54s
step : 14677 | loss : 3.078954 | tok/sec : 108207.18043668984 | lr : 1.641365e-04 | dt : 4.54s
step : 14678 | loss : 3.040557 | tok/sec : 108124.640615262 | lr : 1.641023e-04 | dt : 4.55s
step : 14679 | loss : 3.164750 | tok/sec : 107760.07008848614 | lr : 1.640681e-04 | dt : 4.56s
step : 14680 | loss : 3.132047 | tok/sec : 107314.67864641304 | lr : 1.640340e-04 | dt : 4.58s
step : 14681 | loss : 3.058702 | tok/sec : 107891.07618347589 | lr : 1.639998e-04 | dt : 4.56s
step : 14682 | loss : 3.052592 | tok/sec : 107031.91996302242 | lr : 1.639656e-04 | dt : 4.59s
step : 14683 | loss : 3.047999 | tok/sec : 107973.23703935507 | lr : 1.639315e-04 | dt : 4.55s
step : 14684 | loss : 3.077066 | tok/sec : 107246.30235593038 | lr : 1.638973e-04 | dt : 4.58s
step : 14685 | loss : 3.079664 | tok/sec : 107792.83404765278 | lr : 1.638632e-04 | dt : 4.56s
step : 14686 | loss : 3.099686 | tok/sec : 107365.72734897127 | lr : 1.638291e-04 | dt : 4.58s
step : 14687 | loss : 3.158930 | tok/sec : 107774.79591090445 | lr : 1.637949e-04 | dt : 4.56s
step : 14688 | loss : 3.119218 | tok/sec : 107297.01237687956 | lr : 1.637608e-04 | dt : 4.58s
step : 14689 | loss : 3.074842 | tok/sec : 107625.21822150165 | lr : 1.637267e-04 | dt : 4.57s
step : 14690 | loss : 3.101178 | tok/sec : 107285.69963678393 | lr : 1.636925e-04 | dt : 4.58s
step : 14691 | loss : 3.066954 | tok/sec : 107846.92828673942 | lr : 1.636584e-04 | dt : 4.56s
step : 14692 | loss : 3.108143 | tok/sec : 107940.08076090587 | lr : 1.636243e-04 | dt : 4.55s
step : 14693 | loss : 3.121246 | tok/sec : 108390.21078365677 | lr : 1.635902e-04 | dt : 4.53s
step : 14694 | loss : 3.089147 | tok/sec : 108249.50367308652 | lr : 1.635561e-04 | dt : 4.54s
step : 14695 | loss : 3.118664 | tok/sec : 106921.87502440847 | lr : 1.635220e-04 | dt : 4.60s
step : 14696 | loss : 3.107441 | tok/sec : 107858.3709861284 | lr : 1.634879e-04 | dt : 4.56s
step : 14697 | loss : 3.057221 | tok/sec : 108043.40437213313 | lr : 1.634538e-04 | dt : 4.55s
step : 14698 | loss : 3.116122 | tok/sec : 107480.90197892324 | lr : 1.634197e-04 | dt : 4.57s
step : 14699 | loss : 3.122231 | tok/sec : 108102.98230272117 | lr : 1.633856e-04 | dt : 4.55s
step : 14700 | loss : 3.152859 | tok/sec : 107541.15123950258 | lr : 1.633515e-04 | dt : 4.57s
step : 14701 | loss : 3.122150 | tok/sec : 107862.98147772992 | lr : 1.633174e-04 | dt : 4.56s
step : 14702 | loss : 3.101534 | tok/sec : 107694.69752531205 | lr : 1.632834e-04 | dt : 4.56s
step : 14703 | loss : 3.187713 | tok/sec : 106504.39099311916 | lr : 1.632493e-04 | dt : 4.62s
step : 14704 | loss : 3.096731 | tok/sec : 107934.88727456523 | lr : 1.632152e-04 | dt : 4.55s
step : 14705 | loss : 3.111495 | tok/sec : 107363.47401183684 | lr : 1.631812e-04 | dt : 4.58s
step : 14706 | loss : 3.063389 | tok/sec : 108003.97495374198 | lr : 1.631471e-04 | dt : 4.55s
step : 14707 | loss : 3.129466 | tok/sec : 108120.16649877216 | lr : 1.631131e-04 | dt : 4.55s
step : 14708 | loss : 3.151565 | tok/sec : 108242.62652292171 | lr : 1.630790e-04 | dt : 4.54s
step : 14709 | loss : 3.094692 | tok/sec : 107971.9986127357 | lr : 1.630450e-04 | dt : 4.55s
step : 14710 | loss : 3.159894 | tok/sec : 107536.65796828135 | lr : 1.630109e-04 | dt : 4.57s
step : 14711 | loss : 3.019083 | tok/sec : 107531.9519357307 | lr : 1.629769e-04 | dt : 4.57s
step : 14712 | loss : 3.127931 | tok/sec : 107860.4532768565 | lr : 1.629429e-04 | dt : 4.56s
step : 14713 | loss : 3.024363 | tok/sec : 108274.6212187101 | lr : 1.629088e-04 | dt : 4.54s
step : 14714 | loss : 3.094511 | tok/sec : 108108.81558591114 | lr : 1.628748e-04 | dt : 4.55s
step : 14715 | loss : 3.048440 | tok/sec : 108089.98014507846 | lr : 1.628408e-04 | dt : 4.55s
step : 14716 | loss : 3.085842 | tok/sec : 107931.9488529761 | lr : 1.628068e-04 | dt : 4.55s
step : 14717 | loss : 3.190726 | tok/sec : 108058.50226190245 | lr : 1.627728e-04 | dt : 4.55s
step : 14718 | loss : 3.116939 | tok/sec : 107557.73078798273 | lr : 1.627388e-04 | dt : 4.57s
step : 14719 | loss : 3.059464 | tok/sec : 108259.85514725285 | lr : 1.627048e-04 | dt : 4.54s
step : 14720 | loss : 3.132818 | tok/sec : 108059.06865645168 | lr : 1.626708e-04 | dt : 4.55s
step : 14721 | loss : 3.132950 | tok/sec : 106858.31830285555 | lr : 1.626368e-04 | dt : 4.60s
step : 14722 | loss : 3.063900 | tok/sec : 108474.36100769533 | lr : 1.626028e-04 | dt : 4.53s
step : 14723 | loss : 3.067501 | tok/sec : 108157.40537768212 | lr : 1.625688e-04 | dt : 4.54s
step : 14724 | loss : 3.096681 | tok/sec : 107963.51700223627 | lr : 1.625348e-04 | dt : 4.55s
step : 14725 | loss : 3.174706 | tok/sec : 107921.46790227987 | lr : 1.625009e-04 | dt : 4.55s
step : 14726 | loss : 3.133385 | tok/sec : 108027.56348671991 | lr : 1.624669e-04 | dt : 4.55s
step : 14727 | loss : 3.071426 | tok/sec : 107798.79173450549 | lr : 1.624329e-04 | dt : 4.56s
step : 14728 | loss : 3.143303 | tok/sec : 106945.81428294636 | lr : 1.623990e-04 | dt : 4.60s
step : 14729 | loss : 3.084572 | tok/sec : 107931.97145560848 | lr : 1.623650e-04 | dt : 4.55s
step : 14730 | loss : 3.088676 | tok/sec : 107964.3764114266 | lr : 1.623311e-04 | dt : 4.55s
step : 14731 | loss : 3.107071 | tok/sec : 108009.55422824527 | lr : 1.622971e-04 | dt : 4.55s
step : 14732 | loss : 3.118769 | tok/sec : 107575.36514146534 | lr : 1.622632e-04 | dt : 4.57s
step : 14733 | loss : 3.096943 | tok/sec : 107787.28841067645 | lr : 1.622292e-04 | dt : 4.56s
step : 14734 | loss : 3.128786 | tok/sec : 107513.70382940695 | lr : 1.621953e-04 | dt : 4.57s
step : 14735 | loss : 3.118397 | tok/sec : 107957.51282764538 | lr : 1.621614e-04 | dt : 4.55s
step : 14736 | loss : 3.143503 | tok/sec : 106795.03072349004 | lr : 1.621274e-04 | dt : 4.60s
step : 14737 | loss : 3.131552 | tok/sec : 107932.27094138117 | lr : 1.620935e-04 | dt : 4.55s
step : 14738 | loss : 3.106737 | tok/sec : 108042.64562481339 | lr : 1.620596e-04 | dt : 4.55s
step : 14739 | loss : 3.122348 | tok/sec : 108610.14892442418 | lr : 1.620257e-04 | dt : 4.53s
step : 14740 | loss : 3.073069 | tok/sec : 107953.63477985114 | lr : 1.619918e-04 | dt : 4.55s
step : 14741 | loss : 3.137301 | tok/sec : 108149.29175366387 | lr : 1.619579e-04 | dt : 4.54s
step : 14742 | loss : 3.133544 | tok/sec : 107437.58176465592 | lr : 1.619240e-04 | dt : 4.57s
step : 14743 | loss : 3.122923 | tok/sec : 107690.3939280459 | lr : 1.618901e-04 | dt : 4.56s
step : 14744 | loss : 3.103202 | tok/sec : 107576.06681872981 | lr : 1.618562e-04 | dt : 4.57s
step : 14745 | loss : 3.077749 | tok/sec : 108053.85238712464 | lr : 1.618223e-04 | dt : 4.55s
step : 14746 | loss : 3.030427 | tok/sec : 108195.73742915607 | lr : 1.617884e-04 | dt : 4.54s
step : 14747 | loss : 3.054727 | tok/sec : 108232.60790859 | lr : 1.617545e-04 | dt : 4.54s
step : 14748 | loss : 3.109154 | tok/sec : 108108.15229458627 | lr : 1.617207e-04 | dt : 4.55s
step : 14749 | loss : 3.075901 | tok/sec : 108215.44475857631 | lr : 1.616868e-04 | dt : 4.54s
step : 14750 | loss : 3.014062 | tok/sec : 107704.28481375783 | lr : 1.616529e-04 | dt : 4.56s
step : 14751 | loss : 3.075428 | tok/sec : 107552.01854232622 | lr : 1.616191e-04 | dt : 4.57s
step : 14752 | loss : 3.068545 | tok/sec : 107779.8500376469 | lr : 1.615852e-04 | dt : 4.56s
step : 14753 | loss : 3.026442 | tok/sec : 107779.93455884625 | lr : 1.615513e-04 | dt : 4.56s
step : 14754 | loss : 3.057823 | tok/sec : 108084.50589155743 | lr : 1.615175e-04 | dt : 4.55s
step : 14755 | loss : 3.139357 | tok/sec : 108423.68983520167 | lr : 1.614836e-04 | dt : 4.53s
step : 14756 | loss : 3.061735 | tok/sec : 107951.3453926349 | lr : 1.614498e-04 | dt : 4.55s
